Time,MQ-2,MQ-3,MQ-136,MQ-137
83240,564.0,474.0,384.0,482.0
84243,563.0,473.0,383.0,481.0
85245,564.0,474.0,384.0,482.0
86248,564.0,474.0,384.0,482.0
87250,564.0,474.0,384.0,482.0
88253,564.0,475.0,384.0,482.0
89255,564.0,474.0,384.0,482.0
90258,564.0,474.0,383.0,481.0
91260,564.0,474.0,383.0,481.0
92263,564.0,474.0,383.0,481.0
93265,564.0,474.0,383.0,481.0
94268,564.0,474.0,383.0,481.0
95270,565.0,475.0,383.0,482.0
96273,563.0,473.0,381.0,480.0
97274,564.0,474.0,382.0,481.0
98277,564.0,474.0,382.0,481.0
99279,564.0,473.0,382.0,481.0
100282,564.0,474.0,382.0,481.0
101284,563.0,473.0,382.0,480.0
102287,564.0,474.0,382.0,481.0
103289,563.0,473.0,381.0,480.0
104292,563.0,473.0,382.0,481.0
105294,563.0,474.0,382.0,481.0
106297,563.0,473.0,381.0,480.0
107299,563.0,473.0,381.0,480.0
108302,563.0,473.0,381.0,480.0
109304,563.0,473.0,380.0,479.0
110307,563.0,473.0,381.0,480.0
111309,563.0,473.0,381.0,480.0
112312,563.0,473.0,380.0,479.0
113314,563.0,472.0,380.0,479.0
114317,562.0,472.0,380.0,479.0
115319,562.0,471.0,379.0,478.0
116322,562.0,472.0,380.0,479.0
117324,563.0,473.0,381.0,480.0
118327,562.0,472.0,380.0,479.0
119329,562.0,472.0,379.0,478.0
120332,562.0,472.0,380.0,479.0
121334,562.0,472.0,380.0,479.0
122337,562.0,472.0,380.0,479.0
123339,562.0,472.0,380.0,479.0
124342,562.0,472.0,380.0,479.0
125344,562.0,473.0,380.0,479.0
126347,562.0,472.0,379.0,479.0
127349,562.0,472.0,380.0,479.0
128352,561.0,471.0,378.0,478.0
129354,562.0,472.0,380.0,479.0
130357,562.0,472.0,379.0,479.0
131359,563.0,473.0,380.0,480.0
132362,562.0,473.0,380.0,479.0
133363,562.0,472.0,379.0,479.0
134366,562.0,473.0,380.0,479.0
135368,562.0,472.0,379.0,479.0
136371,562.0,472.0,379.0,479.0
137373,562.0,472.0,379.0,479.0
138376,562.0,472.0,379.0,478.0
139378,562.0,473.0,379.0,479.0
140381,562.0,472.0,379.0,478.0
141383,562.0,472.0,379.0,478.0
142386,561.0,472.0,378.0,478.0
143388,561.0,472.0,378.0,478.0
144391,562.0,472.0,378.0,478.0
145393,561.0,472.0,378.0,478.0
146396,561.0,472.0,378.0,478.0
147398,561.0,472.0,378.0,478.0
148401,561.0,472.0,378.0,478.0
149403,562.0,472.0,378.0,478.0
150406,562.0,472.0,378.0,478.0
151408,562.0,473.0,378.0,478.0
152411,562.0,473.0,379.0,478.0
153413,561.0,472.0,378.0,478.0
154416,561.0,472.0,378.0,478.0
155418,561.0,472.0,377.0,477.0
156421,561.0,472.0,378.0,478.0
157423,560.0,472.0,377.0,477.0
158426,561.0,472.0,377.0,477.0
159428,560.0,471.0,377.0,476.0
160431,559.0,471.0,376.0,476.0
161433,559.0,471.0,376.0,476.0
162436,560.0,471.0,377.0,476.0
163438,559.0,471.0,376.0,476.0
164441,559.0,471.0,376.0,476.0
165443,560.0,471.0,376.0,476.0
166446,559.0,471.0,376.0,476.0
167448,558.0,470.0,374.0,475.0
168451,559.0,470.0,375.0,475.0
169453,559.0,471.0,375.0,476.0
170456,559.0,470.0,375.0,475.0
171458,559.0,470.0,375.0,475.0
172461,558.0,470.0,375.0,475.0
173463,559.0,470.0,375.0,475.0
174466,558.0,470.0,374.0,475.0
175468,558.0,469.0,373.0,474.0
176470,558.0,469.0,373.0,474.0
177472,557.0,469.0,373.0,474.0
178475,556.0,467.0,372.0,472.0
179477,557.0,468.0,372.0,473.0
180480,558.0,470.0,374.0,474.0
