Time,MQ-2,MQ-3,MQ-136,MQ-137
139378,591.0,473.0,317.0,472.0
140381,591.0,473.0,317.0,472.0
141383,590.0,472.0,316.0,471.0
142386,590.0,473.0,317.0,472.0
143388,591.0,473.0,317.0,472.0
144391,590.0,473.0,317.0,472.0
145393,590.0,474.0,317.0,472.0
146396,589.0,473.0,316.0,472.0
147398,590.0,473.0,316.0,472.0
148401,590.0,474.0,316.0,472.0
149403,590.0,473.0,315.0,471.0
150406,590.0,473.0,315.0,471.0
151408,590.0,473.0,315.0,472.0
152411,590.0,473.0,314.0,471.0
153413,590.0,473.0,314.0,471.0
154416,591.0,473.0,314.0,472.0
155418,591.0,474.0,315.0,472.0
156421,591.0,473.0,314.0,472.0
157423,591.0,473.0,314.0,472.0
158426,590.0,472.0,314.0,472.0
159428,590.0,472.0,314.0,472.0
160431,590.0,472.0,314.0,472.0
161433,589.0,471.0,313.0,471.0
162436,589.0,472.0,314.0,472.0
163438,590.0,473.0,314.0,473.0
164441,590.0,473.0,315.0,473.0
165443,590.0,473.0,314.0,473.0
166446,590.0,473.0,315.0,473.0
167448,590.0,474.0,315.0,474.0
168451,590.0,474.0,315.0,473.0
169453,588.0,473.0,314.0,472.0
170456,588.0,473.0,314.0,472.0
171458,588.0,473.0,314.0,472.0
172461,588.0,472.0,313.0,472.0
173463,587.0,471.0,312.0,471.0
174466,585.0,470.0,311.0,469.0
175468,585.0,470.0,311.0,469.0
176471,582.0,467.0,308.0,467.0
177473,583.0,468.0,309.0,468.0
178475,583.0,468.0,309.0,467.0
179477,583.0,468.0,308.0,467.0
180480,583.0,468.0,308.0,467.0
